V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
38,38,0,0,0,0,0,0,0,0,0,0,0,0
2.4565,2.4565,2.4565,2.4565,2.4565,2.4565,2.4565,2.4565,2.7017,2.7017,2.7017,2.7017,2.7017,2.7017
35.7203,35.7203,35.7203,35.7203,35.7203,35.7203,35.7203,35.7203,3.6535,3.6535,3.6535,3.6535,3.6535,3.6535
42.1486,42.1486,42.1486,42.1486,42.1486,42.1486,42.1486,42.1486,3.9832,3.9832,3.9832,3.9832,3.9832,3.9832
14.834,14.834,14.834,14.834,14.834,14.834,14.834,14.834,2.6989,2.6989,2.6989,2.6989,2.6989,2.6989
