rr,rr_reduced,total_traced,inf_p
0,0,14,5
1,1,14,5
2,0,18,2
5,0,74,2
16,3.1999999999999993,299,4
0,0,1,5
5,0,34,1
1,0,1,3
0,0,3,5
7,2,39,2
0,0,1,2
3,0,54,1
1,0,5,1
2,1,10,4
0,0,13,5
0,0,6,2
10,0.20000000000000018,113,4
7,3,26,3
3,0.20000000000000018,39,4
0,0,2,4
0,0,8,5
1,1,14,5
1,0,24,1
1,0,3,3
6,6,108,5
1,1,15,5
4,0,63,1
1,0,22,4
4,0,50,3
4,0.19999999999999996,36,4
1,0,6,3
2,0,20,3
0,0,19,3
6,2,42,3
3,0,8,5
1,0,2,2
6,6,119,5
2,1,18,2
5,0,46,2
1,1,21,5
1,1,47,2
5,0,57,2
4,1,11,4
4,4,44,5
0,0,3,4
5,5,53,5
3,1,35,2
6,0,74,1
0,0,1,5
14,2,143,3
5,0.20000000000000018,66,4
0,0,1,4
1,0,14,4
0,0,9,4
0,0,8,3
0,0,22,5
2,2,22,5
8,8,162,5
2,2,63,5
0,0,17,5
4,2,40,4
0,0,7,3
7,1,37,1
4,0.20000000000000018,16,4
2,2,16,5
1,0,10,3
1,0,15,2
2,0,5,2
1,1,14,5
11,0,130,3
2,2,75,5
2,2,44,5
3,2,69,5
18,1.8000000000000007,176,4
8,1.2,11,4
6,1,37,4
2,2,154,5
1,0,1,3
1,0,22,1
1,1,24,5
4,0,9,2
1,0,10,2
2,2,35,5
2,2,28,5
2,2,35,5
1,0,44,5
0,0,6,5
5,5,86,5
2,1,39,2
1,1,16,5
1,0,3,2
3,0.20000000000000018,12,4
3,0,27,1
0,0,2,1
0,0,1,4
5,5,36,5
0,0,15,4
6,1,37,4
2,0,33,1
1,0,3,3
3,2,25,4
0,0,6,5
17,1,184,2
1,0,19,1
2,2,31,5
0,0,33,5
7,7,125,5
1,1,46,5
1,1,31,5
5,1,24,4
2,0,27,1
5,0,46,3
7,1.4000000000000004,74,4
13,0,88,4
0,0,7,5
0,0,5,5
5,5,35,5
4,0,48,3
1,0,3,1
5,5,48,5
0,0,3,5
5,2,28,5
0,0,1,4
12,11,56,5
2,2,23,5
1,1,12,4
4,4,89,5
0,0,2,5
3,0,23,3
0,0,6,5
1,0,19,5
6,6,137,5
3,0,45,2
7,0,41,3
9,0,92,2
1,0,3,4
0,0,1,4
4,0,27,1
3,0,74,2
1,0,37,2
0,0,14,5
0,0,22,5
3,3,10,5
8,1,89,4
3,3,58,5
1,0,12,3
4,1.4,32,4
1,0,3,2
0,0,2,5
1,0,24,1
0,0,3,4
0,0,23,1
5,2,12,2
4,4,70,5
1,0,19,1
0,0,2,5
0,0,18,5
5,0,19,5
4,1,27,3
2,1,38,5
4,3,8,5
0,0,1,1
2,2,4,1
7,0,82,1
1,1,21,3
0,0,7,5
2,0,24,2
1,1,16,5
0,0,11,4
0,0,2,5
5,1,62,3
1,0,10,4
6,0,51,1
3,3,85,5
3,3,72,5
2,0,29,5
2,2,28,5
1,1,14,5
2,1,8,1
2,2,32,5
2,0,3,1
5,5,8,5
1,0,3,3
1,1,16,5
2,0,3,3
1,1,12,2
6,6,216,5
0,0,9,3
1,0,3,4
0,0,1,5
7,2,71,4
1,1,4,5
11,1,210,2
2,0,17,4
7,0,8,3
0,0,11,5
0,0,12,1
0,0,2,4
1,0,15,3
3,3,74,5
6,2.4,69,4
0,0,4,5
0,0,29,5
1,0,3,4
0,0,16,5
0,0,19,5
4,2,26,3
0,0,4,2
0,0,1,5
0,0,2,1
2,0,23,3
0,0,2,5
9,1,151,1
3,0,56,2
3,1,6,4
0,0,3,5
2,2,41,5
0,0,62,3
0,0,2,3
4,0,88,2
4,0,25,1
6,0,90,3
4,1,75,5
0,0,4,5
5,1,61,3
3,0,34,2
1,1,8,5
1,0,18,1
4,4,110,5
0,0,18,5
0,0,39,5
0,0,1,4
1,1,9,5
0,0,0,5
1,0,12,3
3,3,107,5
0,0,17,5
3,3,28,5
4,1,13,3
1,0,19,1
0,0,1,2
2,2,16,5
2,0,4,1
1,0,3,4
5,1,11,4
1,1,46,5
0,0,0,5
2,1,19,4
2,1,18,5
0,0,3,1
5,0,50,1
0,0,2,5
1,1,48,5
8,1,50,3
10,1.2000000000000002,70,4
0,0,20,3
0,0,8,5
0,0,10,1
0,0,13,5
7,5,35,5
0,0,5,5
3,0,7,3
0,0,1,1
6,1,86,3
2,0,10,2
1,0,20,5
0,0,11,5
1,0,7,3
9,1,21,1
3,3,25,5
1,1,24,5
24,2,14,5
0,0,7,3
3,3,8,5
29,6.399999999999999,536,4
3,2,97,5
2,0,17,2
5,0,26,2
9,8,96,5
1,1,22,5
1,1,13,5
2,2,30,5
1,0,6,1
0,0,9,5
0,0,21,4
0,0,12,5
1,1,39,5
1,0,48,1
5,0,45,1
0,0,9,5
1,1,42,5
1,1,28,5
1,0,32,3
0,0,17,5
2,0,10,4
0,0,1,1
3,0,16,2
2,0,57,2
1,1,26,5
0,0,1,3
2,2,87,5
0,0,53,5
4,4,45,5
2,2,6,5
1,1,9,2
4,4,76,5
5,0,23,3
1,1,14,5
1,1,93,5
2,2,15,4
8,8,216,5
2,2,32,5
2,0,30,1
4,0,44,5
1,0,7,4
0,0,38,2
2,2,59,5
10,5,107,5
1,0,37,3
3,1.2,14,4
0,0,3,5
0,0,1,5
1,0,2,4
1,1,18,5
1,0,5,4
1,0,42,5
3,0,14,2
2,0,30,2
0,0,7,2
0,0,6,5
5,0,52,3
1,1,53,5
10,2,82,4
0,0,8,5
3,0,42,1
4,1,12,5
2,2,31,5
5,5,45,5
0,0,20,5
2,2,51,5
2,0,11,4
0,0,1,5
0,0,2,5
1,1,7,5
0,0,0,2
1,1,10,5
15,1,194,1
3,3,89,5
0,0,18,5
18,0,142,1
0,0,24,4
4,4,32,5
1,1,3,5
2,0,65,2
2,2,50,5
0,0,8,5
0,0,3,3
1,1,13,5
0,0,24,5
4,0,16,5
1,0,24,2
4,0,20,2
4,1,25,3
1,1,33,5
2,0,34,4
3,3,38,5
3,0,54,2
2,1,7,4
2,0.19999999999999996,14,4
1,0,11,1
3,0,12,3
0,0,3,4
1,0,6,3
1,1,7,5
0,0,3,5
2,0,23,1
4,4,110,5
2,0,16,1
1,1,25,5
7,7,141,5
7,7,84,5
0,0,13,2
1,0,6,1
2,2,15,5
2,2,53,5
0,0,3,5
0,0,12,4
2,2,49,5
8,0,43,2
0,0,2,3
1,0,6,1
4,4,47,5
0,0,2,4
3,0,26,1
0,0,0,4
3,0,20,3
6,0,15,2
0,0,11,5
4,1,15,3
2,1,32,3
1,0,10,1
6,0,35,2
4,0,10,4
1,0,3,4
2,0,27,4
5,5,56,5
0,0,6,2
7,0,33,4
1,0,10,3
2,0,23,1
4,4,68,5
2,1,34,4
7,7,78,5
4,4,43,5
1,0,15,1
2,0,54,5
2,2,47,5
4,0,44,1
1,0,38,2
3,0,9,2
1,0,8,3
9,9,119,5
2,0,39,1
1,0.19999999999999996,30,4
2,0,24,2
0,0,3,3
1,1,21,5
4,0,13,2
1,1,10,1
5,2,17,5
5,2.2,53,4
5,2,12,4
3,0,24,3
0,0,2,5
1,1,9,5
5,5,82,5
0,0,1,1
4,0,61,4
3,0,30,4
2,0,2,2
3,0.20000000000000018,42,4
1,1,3,5
0,0,22,5
0,0,7,3
3,1,31,2
8,1,55,3
2,0,11,4
0,0,17,5
2,0,14,1
2,0,21,4
7,1,45,3
1,1,6,5
1,1,27,5
1,0,30,3
0,0,0,3
11,11,385,5
0,0,10,5
0,0,26,5
4,0,61,2
6,6,201,5
1,1,35,5
0,0,2,5
0,0,42,5
5,5,29,5
4,4,47,5
1,1,58,5
1,0,10,4
1,1,2,5
4,2,9,4
0,0,0,2
1,0,26,2
3,3,41,5
0,0,5,5
1,0,1,2
0,0,29,5
3,0,22,2
1,0,7,3
6,0,36,2
0,0,10,5
1,0,29,1
0,0,2,5
1,1,22,5
8,0,35,4
1,0,42,1
0,0,12,5
0,0,12,5
1,0,11,3
2,2,28,5
1,0,11,4
0,0,4,4
5,5,16,5
0,0,4,5
0,0,2,1
0,0,5,5
1,1,18,2
0,0,6,1
4,0.20000000000000018,22,4
1,1,22,5
0,0,0,5
2,0,35,2
12,2,258,2
3,0,27,4
4,0,29,3
1,1,8,5
0,0,4,5
1,0,35,2
6,0,30,2
2,0,3,4
1,0,1,3
0,0,6,1
2,0,10,4
0,0,26,5
0,0,51,5
0,0,18,5
0,0,10,5
1,0,39,4
0,0,1,5
6,1,175,1
0,0,11,3
0,0,9,1
13,4,274,4
3,2,53,5
2,1,36,2
1,1,41,5
0,0,1,4
4,0,22,4
6,0,30,3
0,0,10,2
0,0,10,5
2,2,47,5
0,0,24,5
4,3,77,5
9,1.2000000000000002,177,4
1,0,5,4
2,0.19999999999999996,6,4
0,0,1,3
9,0,10,2
2,2,16,5
3,1,17,3
0,0,1,2
3,0,28,1
0,0,1,4
0,0,2,5
2,2,85,5
4,1,38,3
1,1,43,5
2,0,37,1
3,3,94,5
0,0,1,5
1,0,17,1
0,0,1,3
0,0,21,4
0,0,41,5
1,1,11,5
2,2,62,5
9,0,94,2
1,1,92,5
5,0.20000000000000018,24,4
3,3,26,5
0,0,0,4
7,0,22,2
1,1,12,5
8,0,79,3
1,1,10,4
5,0,27,3
3,0,26,3
2,0,29,1
0,0,8,5
3,2,88,5
1,1,89,5
2,1,44,4
0,0,8,5
2,1,7,3
1,0,28,2
1,0,35,1
2,2,86,5
1,1,24,5
4,0,65,4
6,6,176,5
6,0.20000000000000018,63,4
3,1.2,10,4
3,2,23,5
5,0,71,3
2,0,33,2
2,1,6,2
4,0,9,1
2,2,19,5
0,0,26,5
10,0,61,2
1,0,29,4
2,1,14,5
0,0,12,5
1,1,33,5
6,1,20,3
0,0,22,5
1,1,10,5
1,0,1,1
2,2,27,5
2,2,32,5
1,1,25,5
2,0,11,2
2,2,50,5
0,0,33,2
0,0,3,5
5,0,68,3
4,4,105,5
0,0,2,4
0,0,3,2
2,2,9,5
2,2,7,5
2,1,17,5
3,3,70,5
0,0,19,5
9,5,24,5
2,2,20,5
0,0,33,2
1,0,23,5
7,0,59,1
0,0,3,5
2,2,49,5
3,3,56,5
1,0,16,1
5,4,55,5
1,0,3,2
11,0,102,2
16,1,168,1
1,1,8,5
0,0,8,5
4,0,49,4
0,0,1,5
3,3,157,5
3,1,31,2
3,0,18,4
0,0,22,1
5,1,35,3
1,1,28,5
5,1,26,2
0,0,1,5
1,0,21,1
5,5,99,5
0,0,2,5
3,3,101,5
0,0,0,2
0,0,2,5
2,2,135,5
0,0,1,2
3,0.19999999999999996,51,4
