rr,rr_reduced,total_traced,inf_p
3,1,32,2
0,0,6,4
1,1,25,5
0,0,11,1
2,2,92,5
0,0,28,5
2,2,69,5
9,2,63,3
2,1,42,3
1,1,14,5
1,1,34,5
2,2,51,5
0,0,31,2
0,0,7,5
3,0.19999999999999996,40,4
0,0,13,5
3,1,6,3
7,2.2,38,4
0,0,1,5
2,2,21,5
1,1,3,5
2,1,19,2
1,1,12,5
17,3,280,3
2,0,15,1
1,1,20,5
8,0,154,2
2,2,12,5
24,4,322,2
1,0,4,4
1,1,73,5
3,0,23,1
2,2,22,5
2,2,52,5
0,0,1,5
12,3,163,3
7,3.2,47,4
5,5,93,5
0,0,38,3
4,0,34,2
4,4,32,5
0,0,6,4
1,0,23,1
2,0,31,1
0,0,30,5
0,0,31,3
2,2,28,5
1,1,8,5
4,4,28,5
1,0,3,2
8,8,132,5
1,1,24,3
2,2,72,5
1,1,9,5
4,4,71,5
2,2,16,5
0,0,11,5
6,2,92,3
2,0,36,1
2,2,36,5
0,0,2,1
2,0,20,2
0,0,8,5
1,1,7,5
2,2,31,5
0,0,1,2
0,0,20,4
1,1,6,5
1,1,21,5
1,1,3,2
0,0,7,4
0,0,11,1
5,0,82,2
0,0,17,2
21,2,247,3
0,0,7,5
0,0,3,5
6,0,132,2
2,0,20,2
13,2.4000000000000004,173,4
6,0,39,2
0,0,9,5
2,0,36,1
1,0.19999999999999996,3,4
1,1,51,5
0,0,15,5
8,8,81,5
3,2,51,1
3,3,26,5
0,0,5,3
2,2,55,5
0,0,38,5
5,3,58,3
0,0,49,5
4,4,61,5
0,0,13,5
2,2,137,5
0,0,1,1
1,1,20,5
1,1,35,5
5,5,110,5
2,1,37,4
4,0,54,3
1,1,5,5
3,1,25,2
0,0,26,5
3,3,50,5
0,0,10,5
3,3,56,5
5,1,82,4
2,2,29,5
2,1,74,3
4,4,45,5
0,0,56,5
1,0,5,1
0,0,25,5
5,5,92,5
3,1,44,4
3,2,15,4
2,2,21,5
3,3,73,5
1,1,26,5
2,2,19,5
0,0,9,5
3,3,15,5
0,0,11,1
1,1,26,4
2,1,5,4
8,2,44,2
0,0,3,2
0,0,16,4
1,1,28,5
3,3,48,5
0,0,17,5
0,0,11,5
1,1,26,5
1,1,21,2
0,0,17,5
0,0,42,5
2,2,16,5
2,0,9,2
3,3,61,5
4,4,26,5
1,1,3,5
2,2,63,5
0,0,2,1
2,2,13,5
0,0,16,4
2,2,54,5
0,0,8,5
5,5,66,5
1,0,27,3
6,0,15,1
2,2,22,5
3,0,43,3
1,0,3,1
0,0,51,5
13,13,104,5
1,1,7,5
11,11,238,5
1,0,1,2
3,3,60,5
2,2,14,5
2,2,58,5
2,2,13,5
7,1,63,2
0,0,57,5
3,2,42,3
4,4,78,5
5,3,32,4
7,0,73,1
0,0,36,5
3,1,27,4
1,1,16,5
6,6,57,5
4,2.2,32,4
0,0,1,1
0,0,3,5
0,0,0,5
4,0,13,3
0,0,11,5
1,0,21,2
2,0,65,3
1,1,12,5
9,9,172,5
4,0,28,1
5,5,79,5
0,0,46,5
6,3,42,4
2,0,11,3
3,0,19,1
3,0,11,3
16,1,151,1
2,2,98,5
1,0,36,3
0,0,28,5
1,1,44,5
1,1,17,5
10,1.5999999999999996,134,4
0,0,2,5
2,2,31,5
15,4.800000000000001,244,4
0,0,1,4
0,0,4,2
2,1,21,2
1,1,24,5
0,0,1,5
6,6,77,5
12,2.2,172,4
1,1,43,5
0,0,5,4
4,4,26,5
2,0,19,1
2,2,19,5
5,0,47,1
19,7.6,124,4
0,0,12,5
1,1,15,3
0,0,2,5
1,1,3,5
5,0,54,1
1,1,12,5
0,0,12,5
1,1,8,5
1,1,2,5
3,3,106,5
0,0,19,5
1,1,29,5
3,1,37,3
1,0,5,2
6,6,82,5
4,2,36,3
1,1,32,2
2,2,44,5
0,0,5,5
4,0,29,2
0,0,1,5
0,0,2,5
2,2,63,5
0,0,3,5
2,0,37,2
9,2.2,27,4
0,0,11,5
1,1,6,5
1,1,6,5
1,0,1,4
3,0,30,1
0,0,10,5
0,0,0,5
6,1,120,2
4,0,61,2
7,7,204,5
14,0,75,1
2,2,15,5
0,0,16,5
1,0,8,2
5,2.2,54,4
10,2.5999999999999996,79,4
3,3,38,5
2,2,26,5
2,2,32,5
3,3,57,5
9,9,119,5
1,1,30,5
13,0,192,2
2,2,44,5
6,2,78,1
0,0,17,4
0,0,2,5
2,2,33,5
5,5,137,5
0,0,45,5
0,0,15,5
3,0,28,1
3,3,30,5
0,0,3,5
0,0,20,5
0,0,1,2
4,4,51,5
2,0,24,1
3,3,53,5
0,0,2,1
1,0,6,1
2,1,25,4
7,0,104,1
0,0,4,5
6,2,72,2
0,0,8,1
15,2.4000000000000004,154,4
1,1,23,5
0,0,1,5
1,1,18,5
2,2,71,5
0,0,6,5
7,2,50,4
0,0,12,5
2,1,56,2
5,5,27,5
2,1,16,2
1,1,12,5
1,1,28,4
5,5,56,5
1,1,27,5
4,4,88,5
1,1,20,5
1,1,21,5
1,0,13,4
2,2,78,5
2,2,42,5
2,2,88,5
0,0,3,5
0,0,0,5
11,3.4000000000000004,72,4
0,0,0,5
0,0,2,1
3,1,9,1
0,0,47,5
1,1,11,5
1,1,13,5
0,0,0,1
0,0,9,5
0,0,1,5
2,0,50,1
3,1,24,2
5,2,58,4
0,0,8,5
5,0.7999999999999998,52,4
0,0,2,4
1,1,3,4
2,2,22,5
0,0,3,4
2,2,13,5
2,2,43,5
2,2,9,5
2,0,24,3
1,0.19999999999999996,3,4
0,0,10,5
9,3,81,3
10,1.2000000000000002,133,4
3,0,67,2
0,0,3,5
1,1,38,5
1,1,19,5
3,3,50,5
0,0,7,2
1,0,38,4
4,4,41,5
4,4,66,5
1,0,2,2
7,0,85,1
3,0,38,4
4,4,19,5
2,0,16,1
3,0,39,1
0,0,23,3
2,2,61,5
2,2,99,5
2,2,51,5
0,0,12,5
4,4,37,5
1,0,8,3
20,7,171,3
2,0,17,3
0,0,6,5
1,1,23,5
17,17,194,5
2,2,93,5
1,1,32,5
1,1,16,5
3,0,48,3
2,2,5,5
0,0,28,5
1,1,6,5
0,0,0,5
3,1.4,29,4
13,2,125,2
0,0,3,2
1,0,5,2
3,2.2,39,4
2,2,37,5
0,0,7,3
0,0,4,4
0,0,1,5
0,0,0,1
2,2,41,5
0,0,19,5
3,0,14,1
1,0,8,3
2,2,6,5
1,0,9,1
1,0,13,1
0,0,7,5
0,0,3,5
5,3.2,25,4
0,0,31,5
2,1,59,2
1,0,4,2
0,0,1,5
0,0,1,5
1,0.19999999999999996,19,4
3,1,28,4
0,0,11,3
0,0,9,5
0,0,4,5
8,4.2,68,4
1,1,26,5
1,1,13,5
0,0,20,3
0,0,0,5
0,0,7,4
7,0,56,3
4,2,61,3
0,0,1,5
6,2,61,3
1,1,13,5
0,0,1,5
0,0,2,3
0,0,7,5
4,0,30,3
4,0,36,1
5,2,18,1
1,0,8,3
2,2,28,5
0,0,10,5
0,0,1,1
2,2,23,5
3,3,22,5
2,0.19999999999999996,24,4
2,0,10,2
1,1,15,5
1,1,22,5
0,0,9,2
3,0,23,2
2,2,34,5
5,0,70,3
3,1,10,4
2,2,15,5
9,0,52,1
4,4,62,5
2,1,17,4
3,1,38,2
1,0,42,2
0,0,4,4
0,0,15,3
0,0,37,5
6,6,40,5
1,1,56,5
3,3,28,5
7,1,72,3
1,1,24,5
6,2.2,69,4
2,0,36,1
1,1,15,5
6,1,88,3
1,0,6,4
1,1,41,5
1,1,19,5
1,0,8,1
1,0,12,4
0,0,3,2
0,0,1,5
1,1,20,5
0,0,8,2
2,0,21,1
1,0.19999999999999996,19,4
3,3,62,5
1,0,1,1
1,0,3,2
1,1,22,5
3,3,48,5
4,4,66,5
0,0,9,5
4,4,36,5
2,0.19999999999999996,7,4
1,1,13,5
0,0,1,2
1,1,92,5
3,3,38,5
1,1,17,5
0,0,9,1
0,0,1,5
0,0,3,5
3,3,62,5
2,0,22,2
0,0,3,5
0,0,61,5
