rr,rr_reduced,total_traced,inf_p
5,5,103,5
5,5,183,5
0,0,8,5
1,1,1,5
0,0,31,1
17,0,149,2
2,2,25,5
0,0,2,5
1,1,6,1
2,2,69,5
5,1,56,2
2,2,30,5
1,0,2,2
6,0,183,3
1,1,17,5
0,0,0,3
14,1,200,2
0,0,28,5
1,0,21,4
3,3,62,5
1,1,45,5
1,1,12,5
1,0,30,2
2,0,19,1
1,0,23,4
9,9,200,5
1,1,10,5
0,0,3,5
1,1,24,5
4,1.2000000000000002,24,4
0,0,17,5
2,1,46,4
1,1,27,5
2,2,17,5
5,5,111,5
1,1,66,5
1,1,49,5
9,9,70,5
6,6,63,5
6,1,39,2
1,1,38,5
7,1,56,3
0,0,34,5
15,1,182,1
1,1,19,5
1,1,36,5
0,0,1,5
1,1,31,5
1,1,9,5
0,0,16,5
0,0,30,5
1,0.19999999999999996,3,4
1,1,69,5
0,0,6,5
6,0,85,4
0,0,1,5
1,1,26,5
0,0,31,5
0,0,25,5
6,2,45,2
1,1,5,5
0,0,4,1
0,0,0,5
2,0,22,4
2,0,38,1
0,0,1,5
0,0,2,5
4,1,16,2
2,0,33,3
2,0,24,3
0,0,5,5
11,0,179,3
3,0,25,1
0,0,2,5
0,0,3,2
2,1.2,4,4
1,0,6,1
1,1,47,5
0,0,23,5
1,0,40,4
4,0.3999999999999999,59,4
6,0,42,1
1,0,30,2
1,1,1,5
2,2,12,5
4,4,97,5
5,0,45,4
6,0,52,2
0,0,17,5
0,0,11,5
9,1,89,2
1,0,39,1
0,0,9,5
0,0,5,2
5,5,108,5
5,2,20,3
7,0,147,1
1,1,10,5
1,0,46,1
0,0,0,2
1,0,3,4
0,0,12,5
2,2,26,5
5,5,65,5
2,0,41,1
3,3,39,5
0,0,2,5
2,0,70,3
5,1,17,1
0,0,6,1
4,0.5999999999999996,47,4
2,0.19999999999999996,6,4
5,0,51,2
0,0,9,2
1,0,10,4
3,0,30,4
0,0,11,1
1,1,12,5
4,1,35,2
7,0,72,3
6,2.2,30,4
1,1,17,5
1,1,3,5
5,1,31,4
2,1,13,1
3,0,36,1
2,0.3999999999999999,31,4
0,0,6,5
3,3,27,5
3,1,47,4
0,0,2,5
3,3,94,5
3,0,18,2
4,0,27,2
1,0,28,4
0,0,3,5
1,1,51,5
1,0,3,2
1,0,1,3
1,0,4,3
1,1,37,5
1,1,16,5
10,0,175,1
8,0,91,2
2,0,37,2
1,1,13,5
4,0.20000000000000018,52,4
0,0,6,5
1,1,28,5
5,5,96,5
1,1,45,5
3,0,41,2
10,10,129,5
0,0,1,5
19,1,280,2
2,2,36,5
1,0,6,2
0,0,11,5
0,0,11,1
1,1,13,5
0,0,2,5
2,0.3999999999999999,13,4
1,1,12,5
1,0,24,1
6,6,154,5
1,1,31,5
4,0,62,1
