scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
no_measures,2.2307,0,2.2307,0,0,0,0,0.4593,0.2093,0,46%,2.2,0%,0 (0-0),0,0,0,0,4,0.95,0.53,0.4,0.5
isolation_manual_tracing_met_only,2.2316,0.96585,1.26575,22,35,1,111,0.28705,0.0987,0.432806058433411,29%,1.3,43%,22 (1-110),630,320,160,0,4,0.95,0.53,0.4,0.5
isolation_manual_tracing_met_limit,2.25555,1.17355,1.082,17,32,1,104,0.24265,0.07335,0.5202943849615393,24%,1.1,52%,17 (1-100),580,290,140,0,4,0.95,0.53,0.4,0.5
isolation_manual_tracing,2.2283,1.042,1.1863,28,43,1,132,0.2662,0.09355,0.4676210564107167,27%,1.2,47%,28 (1-130),770,390,190,0,4,0.95,0.53,0.4,0.5
cell_phone,2.28475,0.7859,1.49885,4,15,0,58,0.3377,0.1247,0.34397636502899653,34%,1.5,34%,4 (0-58),270,140,68,0,4,0.95,0.53,0.4,0.5
cell_phone_met_limit,2.2386,0.97035,1.26825,4,12,0,46,0.29045,0.0944,0.4334628785848298,29%,1.3,43%,4 (0-46),220,110,54,0,4,0.95,0.53,0.4,0.5
