scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
no_measures,2.8337,0,2.8337,0,0,0,0,0.54535,0.2768,0,55%,2.8,0%,0 (0-0),0,0,0,0,4,0.95,0.53,0.6,0.7000000000000001
isolation_manual_tracing_met_only,2.896,1.49195,1.40405,22,36,1,118,0.2932,0.11895,0.5151761049723756,29%,1.4,52%,22 (1-120),650,320,160,0,4,0.95,0.53,0.6,0.7000000000000001
isolation_manual_tracing_met_limit,2.89965,1.72985,1.1698,18,33,1,109,0.24695,0.08905,0.5965720000689738,25%,1.1,60%,18 (1-110),590,300,150,0,4,0.95,0.53,0.6,0.7000000000000001
isolation_manual_tracing,2.86195,1.60615,1.2558,28,43,1,133,0.25985,0.1095,0.56120826709062,26%,1.2,56%,28 (1-130),770,390,190,0,4,0.95,0.53,0.6,0.7000000000000001
cell_phone,2.8865,1.16905,1.71745,5,15,0,57,0.364,0.1541,0.40500606270569894,36%,1.7,41%,5 (0-57),270,140,68,0,4,0.95,0.53,0.6,0.7000000000000001
cell_phone_met_limit,2.83015,1.3833,1.44685,4,12,0,45,0.31885,0.1161,0.4887726798932919,32%,1.4,49%,4 (0-45),220,110,54,0,4,0.95,0.53,0.6,0.7000000000000001
