rr,rr_reduced,total_traced,inf_p
2,1,1,2
9,9,0,5
8,5,50,4
3,2,25,1
0,0,6,5
13,3,2,2
1,0,4,3
0,0,4,5
1,1,17,5
5,0,11,2
4,2,3,2
2,0,3,3
3,0,1,2
0,0,13,5
1,0,3,3
6,2,1,4
2,2,0,3
5,1,21,5
2,0,6,4
0,0,8,5
0,0,1,3
5,1,2,1
0,0,3,4
0,0,1,5
2,2,7,5
1,0,11,2
0,0,9,5
6,0,2,2
20,8,3,2
2,1,12,2
0,0,14,5
0,0,16,5
3,3,86,5
6,1,33,2
0,0,6,5
2,1,20,5
1,0,4,4
2,2,3,5
3,1,5,3
4,0,8,2
1,0,0,1
0,0,1,4
1,1,3,5
2,2,1,5
1,1,14,4
1,1,2,5
0,0,0,3
1,1,11,5
1,0,5,3
0,0,0,5
3,3,36,5
0,0,2,5
0,0,3,2
1,1,4,5
1,1,2,4
3,3,0,2
1,1,21,5
2,0,3,5
0,0,0,5
1,1,21,5
0,0,6,2
1,1,2,5
7,3,0,3
2,1,17,5
1,1,20,5
0,0,2,5
9,1,58,2
4,1,2,2
5,2,1,4
2,2,1,5
9,2,57,4
1,0,7,4
6,3,1,2
2,1,2,5
14,0,14,5
3,2,37,1
1,1,17,5
3,1,46,3
4,0,9,2
0,0,13,3
3,0,26,4
0,0,3,3
3,3,32,5
6,1,2,2
0,0,14,5
3,0,12,1
2,2,2,5
3,1,8,2
2,0,3,1
0,0,1,4
0,0,2,2
10,10,3,5
8,8,155,5
2,1,11,4
18,11,0,4
0,0,4,1
3,3,30,5
0,0,1,5
4,0,25,2
0,0,11,5
1,1,8,5
1,1,4,5
14,9,1,4
1,0,14,4
2,2,0,2
3,1,5,4
6,1,2,2
1,1,2,5
1,0,15,2
0,0,1,5
2,0,11,1
1,0,5,2
0,0,0,5
4,4,39,5
4,0,5,3
0,0,1,2
1,0,0,1
0,0,0,5
0,0,4,3
3,0,28,2
2,0,10,1
1,0,0,2
1,1,3,5
