scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
hh_work_only,2.6106,1.15575,1.45485,7,13,0,44,0.3224,0.1188,0.44271431854746035,32%,0.81,44%,7 (0-44),230,120,58,0,4,0.4,0.53,0.6,0.5
isolation_manual_tracing_met_only,2.6278,1.20635,1.42145,11,17,1,50,0.3166,0.1145,0.45907222771900447,32%,0.79,46%,11 (1-50),310,150,76,0,4,0.4,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.58295,1.40545,1.1775,9,15,1,46,0.26385,0.0822,0.5441259025532821,26%,0.66,54%,9 (1-46),270,140,68,0,4,0.4,0.53,0.6,0.5
isolation_manual_tracing,2.56605,1.2114,1.35465,13,20,1,59,0.2999,0.1086,0.4720874495820425,30%,0.77,47%,13 (1-59),360,180,90,0,4,0.4,0.53,0.6,0.5
