scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.5834,1.03305,1.55035,3,6.4,0,26,0.33855,0.13145,0.39988000309669436,34%,0.93,40%,3 (0-26),120,58,29,0,4,0.95,0.30000000000000004,0.6,0.5
cell_phone_met_limit,2.61035,1.27815,1.3322,3,5.7,0,22,0.29685,0.10105,0.48964698220545133,30%,0.79,49%,3 (0-22),100,51,26,0,4,0.95,0.30000000000000004,0.6,0.5
