scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
isolation_manual_tracing_met_only,2.56355,1.6761,0.88745,21,35,1,114,0.1981,0.0595,0.6538198981880596,20%,0.31,65%,21 (1-110),630,320,160,0.5,100,0.95,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.61235,1.71255,0.8998,22,36,1,117,0.1953,0.06255,0.6555591708614849,20%,0.31,66%,22 (1-120),650,320,160,0.5,100,0.95,0.53,0.6,0.5
cell_phone,2.60575,1.50405,1.1017,5,15,0,58,0.244,0.0829,0.5772042598100355,24%,0.38,58%,5 (0-58),270,140,68,0.5,100,0.95,0.53,0.6,0.5
cell_phone_met_limit,2.5782,1.4851,1.0931,5,14,0,57,0.2423,0.08135,0.5760220308742534,24%,0.38,58%,5 (0-57),250,130,63,0.5,100,0.95,0.53,0.6,0.5
