scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.5797,1.4867,1.093,22,37,0,122,0.23665,0.08335,0.5763073225568864,24%,0.46,58%,22 (0-120),670,330,170,0,4,0.95,0.9,0.6,0.5
cell_phone_met_limit,2.57775,1.63875,0.939,20,31,1,99,0.20615,0.0635,0.6357288332848414,21%,0.4,64%,20 (1-99),560,280,140,0,4,0.95,0.9,0.6,0.5
