scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
isolation_manual_tracing_met_only,2.59185,1.4742,1.11765,22,36,1,118,0.24545,0.0859,0.5687829156779907,25%,0.48,57%,22 (1-120),650,320,160,0,100,0.95,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.58895,1.48185,1.1071,22,36,1,116,0.2427,0.081,0.5723749010216497,24%,0.48,57%,22 (1-120),650,320,160,0,100,0.95,0.53,0.6,0.5
cell_phone,2.57485,1.155,1.41985,4,14,0,58,0.31135,0.11565,0.44856981960114184,31%,0.62,45%,4 (0-58),250,130,63,0,100,0.95,0.53,0.6,0.5
cell_phone_met_limit,2.57405,1.15685,1.4172,4,15,0,57,0.31675,0.11575,0.44942794429012645,32%,0.62,45%,4 (0-57),270,140,68,0,100,0.95,0.53,0.6,0.5
