scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,contactsR1,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC,cc_risk,test_delay,trace_delay,p_tested
isolation_manual_tracing,2.5187,0.29418,2.22452,2,2.2,0,4,0.4501,0.2048,0.11679834835430969,45%,2,12%,2 (0-4),18000,4400,880,59700,0,4,0,0.53,0.7,0.5,0,0.06,0,1,0.4
