scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,contactsR1,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC,cc_risk,test_delay,trace_delay,p_tested
isolation_manual_tracing,2.2824,0.31542,1.96698,2,2.1,0,4,0.3904,0.1797,0.1381966351209254,39%,1.7,14%,2 (0-4),17000,4200,840,57000,0,4,0,0.53,0.7,0.25,0,0.06,1,2,0.4
