scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
no_measures,2.90445,0,2.90445,0,0,0,0,0.55155,0.28335,0,55%,2.9,0%,0 (0-0),0,0,0,0,4,0.95,0.53,0.8,0.5
isolation_manual_tracing_met_only,2.88305,1.92675,0.9563,22,35,1,112,0.20175,0.06895,0.6683026655798546,20%,0.96,67%,22 (1-110),630,320,160,0,4,0.95,0.53,0.8,0.5
isolation_manual_tracing_met_limit,2.9419,2.1798,0.7621,17,32,1,105,0.1631,0.04695,0.7409497263673137,16%,0.75,74%,17 (1-100),580,290,140,0,4,0.95,0.53,0.8,0.5
isolation_manual_tracing,2.89965,2.1117,0.78795,28,43,1,132,0.1644,0.0573,0.7282603072784646,16%,0.79,73%,28 (1-130),770,390,190,0,4,0.95,0.53,0.8,0.5
cell_phone,2.902,1.521,1.381,4,14,0,58,0.29685,0.1147,0.5241212956581668,30%,1.4,52%,4 (0-58),250,130,63,0,4,0.95,0.53,0.8,0.5
cell_phone_met_limit,2.92665,1.77025,1.1564,4,12,0,46,0.2557,0.08305,0.6048724651051542,26%,1.1,60%,4 (0-46),220,110,54,0,4,0.95,0.53,0.8,0.5
