scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
no_measures,2.59675,0,2.59675,0,0,0,0,0.5025,0.24655,0,50%,2.6,0%,0 (0-0),0,0,0,0,4,0.95,0.53,0.6,0.5
isolation_manual_tracing_met_only,2.6161,1.47255,1.14355,22,36,1,117.049999999999,0.2493,0.0849,0.5628798593325943,25%,1.1,56%,22 (1-120),650,320,160,0,4,0.95,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.5822,1.6664,0.9158,17,31,1,105,0.20575,0.05855,0.6453411819378825,21%,0.92,65%,17 (1-100),560,280,140,0,4,0.95,0.53,0.6,0.5
isolation_manual_tracing,2.59515,1.5793,1.01585,28,44,1,135,0.2168,0.07875,0.6085582721615321,22%,1,61%,28 (1-140),790,400,200,0,4,0.95,0.53,0.6,0.5
cell_phone,2.589,1.1569,1.4321,4,15,0,57.0499999999993,0.31355,0.1157,0.44685206643491693,31%,1.4,45%,4 (0-57),270,140,68,0,4,0.95,0.53,0.6,0.5
cell_phone_met_limit,2.59405,1.3638,1.23025,5,12,0,47,0.275,0.09105,0.525741600971454,28%,1.2,53%,5 (0-47),220,110,54,0,4,0.95,0.53,0.6,0.5
