scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
no_measures,2.3947,0,2.3947,0,0,0,0,0.48235,0.22785,0,48%,2.4,0%,0 (0-0),0,0,0,0,4,0.95,0.53,0.5,0.5
isolation_manual_tracing_met_only,2.42585,1.2281,1.19775,22,36,1,116,0.26615,0.0908,0.5062555392955046,27%,1.2,51%,22 (1-120),650,320,160,0,4,0.95,0.53,0.5,0.5
isolation_manual_tracing_met_limit,2.4651,1.4597,1.0054,18,32,1,103,0.2261,0.0656,0.5921463632307006,23%,0.98,59%,18 (1-100),580,290,140,0,4,0.95,0.53,0.5,0.5
isolation_manual_tracing,2.40385,1.30065,1.1032,28,43,1,134,0.24245,0.0841,0.541069534288745,24%,1.1,54%,28 (1-130),770,390,190,0,4,0.95,0.53,0.5,0.5
cell_phone,2.41325,0.95645,1.4568,5,14,0,57,0.32275,0.1188,0.3963327462964882,32%,1.4,40%,5 (0-57),250,130,63,0,4,0.95,0.53,0.5,0.5
cell_phone_met_limit,2.3774,1.1747,1.2027,5,12,0,46,0.2786,0.0874,0.4941112139311853,28%,1.2,49%,5 (0-46),220,110,54,0,4,0.95,0.53,0.5,0.5
