scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,contactsR1,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC,cc_risk,test_delay,trace_delay
isolation_manual_tracing,2.59605,0.84129,1.75476,8,11,1,32,0.3913,0.1564,0.32406540706072684,39%,1.2,32%,8 (1-32),180000,44000,8800,597000,0,4,0.2,0.53,0.7,0.5,0,0.06,3,3
