scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,contactsR1,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC,cc_risk,test_delay,trace_delay
isolation_manual_tracing,2.612,0.75726,1.85474,11,16,1,48,0.4105,0.1645,0.28991577335375196,41%,1.3,29%,11 (1-48),260000,64000,13000,868000,0,4,0.30000000000000004,0.53,0.7,0.5,0,0.06,5,2
