scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,contactsR1,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC,cc_risk,test_delay,trace_delay
isolation_manual_tracing,2.6009,1.28752,1.31338,31,49,1,150.049999999999,0.3039,0.1054,0.49502864393094703,30%,0.66,50%,31 (1-150),780000,200000,39000,2660000,0,4,1,0.53,0.7,0.5,0,0.06,1,2
