scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,contactsR1,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.565,1.45336,1.11164,18,34,1,116,0.23856,0.08528,0.5666120857699806,24%,0.48,57%,18 (1-120),610000,150000,31000,2080000,0,4,0.95,0.8,0.7,0.5,0
cell_phone_met_limit,2.58108,1.60836,0.97272,17,27,1,94,0.21292,0.0658,0.6231345018364405,21%,0.42,62%,17 (1-94),490000,120000,24000,1650000,0,4,0.95,0.8,0.7,0.5,0
