scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,contactsR1,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.53696,1.23104,1.30592,5,21,1,82,0.28648,0.1058,0.4852421796165489,29%,0.67,49%,5 (1-82),380000,95000,19000,1280000,0,4,0.95,0.6000000000000001,0.7,0.5,0
cell_phone_met_limit,2.5376,1.42348,1.11412,6,17,1,61,0.2478,0.07716,0.5609552332912988,25%,0.57,56%,6 (1-61),310000,76000,15000,1040000,0,4,0.95,0.6000000000000001,0.7,0.5,0
