scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.6256,1.4352,1.1904,25,41,1,133,0.2562,0.0934,0.546617915904936,26%,0.54,55%,25 (1-130),180000,37000,7400,0,4,0.95,0.9,0.6,0.5,0
cell_phone_met_limit,2.6041,1.57135,1.03275,21,34,1,109,0.2272,0.07395,0.6034138473944932,23%,0.47,60%,21 (1-110),150000,31000,6100,0,4,0.95,0.9,0.6,0.5,0
