scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
isolation_manual_tracing_met_only,2.55,1.256,1.294,22,38,1,106.4,0.26,0.06,0.49254901960784314,26%,0.66,49%,22 (1-110),170000,34000,6800,0,4,0.95,0.53,0.6,0.5,0
isolation_manual_tracing,2.74,1.736,1.004,28,52,2,199.35,0.24,0.06,0.6335766423357665,24%,0.47,63%,28 (2-200),230000,47000,9400,0,4,0.95,0.53,0.6,0.5,0
cell_phone,2.55,0.77,1.78,3,16,1,76.25,0.38,0.17,0.3019607843137254,38%,0.9,30%,3 (1-76),72000,14000,2900,0,4,0.95,0.53,0.6,0.5,0
