scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.60525,1.5392,1.06605,31,48,1,148,0.2332,0.0811,0.5908070242779004,23%,0.44,59%,31 (1-150),220000,43000,8600,0,4,0.95,1,0.6,0.5,0
cell_phone_met_limit,2.6006,1.6483,0.9523,25,41,1,126,0.2072,0.0673,0.6338152733984466,21%,0.39,63%,25 (1-130),180000,37000,7400,0,4,0.95,1,0.6,0.5,0
