scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.5882,1.02735,1.56085,3,11,0,48,0.3488,0.12755,0.39693609458310797,35%,0.94,40%,3 (0-48),50000,9900,2000,0,4,0.95,0.4,0.6,0.5,0
cell_phone_met_limit,2.5648,1.23665,1.32815,3,9,0,35,0.3015,0.09425,0.48216235184029943,30%,0.81,48%,3 (0-35),40000,8100,1600,0,4,0.95,0.4,0.6,0.5,0
