scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
isolation_manual_tracing_met_only,2.62605,1.4965,1.12955,22,36,1,116,0.2432,0.08335,0.5698672911787666,24%,0.486,57%,22 (1-120),650,320,160,0,32,0.95,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.57915,1.4585,1.12065,21,35,1,112,0.2467,0.0824,0.565496384467751,25%,0.491,57%,21 (1-110),630,320,160,0,32,0.95,0.53,0.6,0.5
cell_phone,2.56365,1.15285,1.4108,4,15,0,58,0.3139,0.1134,0.44969087043863243,31%,0.622,45%,4 (0-58),270,140,68,0,32,0.95,0.53,0.6,0.5
cell_phone_met_limit,2.62655,1.18795,1.4386,4,15,0,58,0.3181,0.1169,0.452285317241248,32%,0.619,45%,4 (0-58),270,140,68,0,32,0.95,0.53,0.6,0.5
