scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
isolation_manual_tracing_met_only,2.68,1.558,1.122,22,43,2,105.6,0.19,0.04,0.5813432835820895,19%,0.47,58%,22 (2-110),190000,39000,7700,0.4,4,0.95,0.53,0.6,0.5,1
isolation_manual_tracing,2.25,1.688,0.562,26.5,45,1,141.5,0.17,0.02,0.7502222222222222,17%,0.28,75%,26 (1-140),200000,40000,8100,0.4,4,0.95,0.53,0.6,0.5,1
cell_phone,2.38,1.54,0.84,4,16,1,60.3,0.21,0.06,0.6470588235294117,21%,0.4,65%,4 (1-60),72000,14000,2900,0.4,4,0.95,0.53,0.6,0.5,1
