scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.60765,1.3387,1.26895,18,34,1,119,0.2808,0.0972,0.5133741107894081,28%,0.62,51%,18 (1-120),150000,31000,6100,0,4,0.95,0.8,0.6,0.5,0
cell_phone_met_limit,2.6001,1.5113,1.0888,17,28,1,95,0.2433,0.07365,0.5812468751201877,24%,0.53,58%,17 (1-95),130000,25000,5000,0,4,0.95,0.8,0.6,0.5,0
