scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
isolation_manual_tracing_met_only,2.616,1.45922,1.15678,21,36,1,115,0.2654,0.08505,0.5578058103975536,27%,0.51,56%,21 (1-120),160000,32000,6500,0.2,4,0.95,0.53,0.6,0.5,0
isolation_manual_tracing,2.5411,1.52755,1.01355,29,45,1,139,0.2292,0.0747,0.6011373027429067,23%,0.46,60%,29 (1-140),200000,40000,8100,0.2,4,0.95,0.53,0.6,0.5,0
cell_phone,2.59175,1.25875,1.333,4,17,1,69,0.29905,0.10275,0.48567570174592467,30%,0.59,49%,4 (1-69),76000,15000,3100,0.2,4,0.95,0.53,0.6,0.5,0
