scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
isolation_manual_tracing_met_only,3.31,1.63,1.68,22,47,2,215.7,0.35,0.08,0.49244712990936557,35%,0.85,49%,22 (2-220),210000,42000,8500,0.1,4,0.95,0.53,0.6,0.5,0
isolation_manual_tracing,2.49,1.64,0.85,30,43,2,134.5,0.19,0.08,0.6586345381526104,19%,0.57,66%,30 (2-130),190000,39000,7700,0.1,4,0.95,0.53,0.6,0.5,0
cell_phone,2.35,1.04,1.31,3,17,0,79.1,0.29,0.11,0.4425531914893617,29%,0.94,44%,3 (0-79),76000,15000,3100,0.1,4,0.95,0.53,0.6,0.5,0
