scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
isolation_manual_tracing_met_only,2.55715,1.4329,1.12425,22,35,1,115,0.2435,0.08595,0.5603503900827093,24%,0.49,56%,22 (1-120),630,320,160,0,10,0.95,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.54165,1.51625,1.0254,21,33,1,106,0.23415,0.07225,0.5965612889264847,23%,0.45,60%,21 (1-110),590,300,150,0,10,0.95,0.53,0.6,0.5
cell_phone,2.60825,1.17255,1.4357,4,14,0,57,0.3137,0.1186,0.44955429885938847,31%,0.62,45%,4 (0-57),250,130,63,0,10,0.95,0.53,0.6,0.5
cell_phone_met_limit,2.58745,1.25485,1.3326,4,13,0,51,0.3044,0.1057,0.48497555508319,30%,0.58,48%,4 (0-51),230,120,58,0,10,0.95,0.53,0.6,0.5
