scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.6274,1.17615,1.45125,6,21,1,83,0.323,0.1162,0.4476478648093173,32%,0.8,45%,6 (1-83),95000,19000,3800,0,4,0.95,0.6000000000000001,0.6,0.5,0
cell_phone_met_limit,2.5979,1.35935,1.23855,5,17,1,63,0.2807,0.0876,0.5232495477116132,28%,0.69,52%,5 (1-63),76000,15000,3100,0,4,0.95,0.6000000000000001,0.6,0.5,0
