scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
isolation_manual_tracing_met_only,2.41,1.426,0.984,17.5,32,1,107.1,0.2,0.07,0.591701244813278,20%,0.4,59%,18 (1-110),140000,29000,5800,0.30000000000000004,4,0.95,0.53,0.6,0.5,1
isolation_manual_tracing,1.86,1.354,0.506,25,34,1,97.5,0.13,0.03,0.7279569892473119,13%,0.27,73%,25 (1-98),150000,31000,6100,0.30000000000000004,4,0.95,0.53,0.6,0.5,1
cell_phone,2.26,1.31,0.95,4,17,1,60.4,0.23,0.07,0.579646017699115,23%,0.41,58%,4 (1-60),76000,15000,3100,0.30000000000000004,4,0.95,0.53,0.6,0.5,1
