scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,contactsR1,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
isolation_manual_tracing_met_only,2.60652,1.76256,0.84396,21,35,1,115,0.18496,0.05732,0.6762119607752866,18%,0.27,68%,21 (1-120),630000,160000,32000,2140000,0.30000000000000004,4,0.95,0.53,0.7,0.5,1
isolation_manual_tracing,2.57968,1.899816,0.679864,30,46,1,143,0.14648,0.04372,0.7364541338460584,15%,0.22,74%,30 (1-140),830000,210000,41000,2810000,0.30000000000000004,4,0.95,0.53,0.7,0.5,1
cell_phone,2.58556,1.57252,1.01304,4,17,1,71,0.21484,0.075,0.6081931960581073,21%,0.33,61%,4 (1-71),310000,76000,15000,1040000,0.30000000000000004,4,0.95,0.53,0.7,0.5,1
