scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
hh_work_only,2.6235,1.39115,1.23235,14,30,0,112,0.27085,0.09645,0.5302649132837811,27%,0.579,53%,14 (0-110),540,270,140,0,4,1,0.53,0.6,0.5
isolation_manual_tracing_met_only,2.5824,1.4948,1.0876,23,37,1,122,0.2366,0.0799,0.5788413878562577,24%,0.519,58%,23 (1-120),670,330,170,0,4,1,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.6006,1.6863,0.9143,18,34,1,113,0.1968,0.06085,0.6484272860109206,20%,0.433,65%,18 (1-110),610,310,150,0,4,1,0.53,0.6,0.5
isolation_manual_tracing,2.6068,1.63205,0.97475,30,45,1,140,0.20865,0.07685,0.6260741138560687,21%,0.461,63%,30 (1-140),810,400,200,0,4,1,0.53,0.6,0.5
