scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.43635,0.90095,1.5354,3,7.2,0,33,0.33775,0.12765,0.3697949801957846,34%,0.97,37%,3 (0-33),32000,6500,1300,0,4,0.95,0.30000000000000004,0.6,0.5,0
cell_phone_met_limit,2.4642,1.1417,1.3225,3,6.1,0,24,0.29395,0.0988,0.4633146660173687,29%,0.82,46%,3 (0-24),27000,5500,1100,0,4,0.95,0.30000000000000004,0.6,0.5,0
