scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
isolation_manual_tracing_met_only,2.64,1.712,0.928,22.5,40,1,132.2,0.19,0.07,0.6484848484848484,19%,0.33,65%,22 (1-130),180000,36000,7200,0.4,4,0.95,0.53,0.6,0.5,0
isolation_manual_tracing,2.33,1.562,0.768,28,35,1,87,0.15,0.09,0.6703862660944206,15%,0.31,67%,28 (1-87),160000,32000,6300,0.4,4,0.95,0.53,0.6,0.5,0
cell_phone,2.43,0.91,1.52,6.5,24,1,122.1,0.36,0.12,0.374485596707819,36%,0.58,37%,6.5 (1-120),110000,22000,4300,0.4,4,0.95,0.53,0.6,0.5,0
