scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,contactsR1,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.61228,1.05324,1.55904,3,7.4,0,33,0.33472,0.12916,0.40318801966098583,33%,0.93,40%,3 (0-33),130000,33000,6700,452000,0,4,0.95,0.30000000000000004,0.7,0.5,0
cell_phone_met_limit,2.58816,1.3094,1.27876,3,6.1,0,24,0.28476,0.09284,0.5059192631058358,28%,0.77,51%,3 (0-24),110000,27000,5500,372000,0,4,0.95,0.30000000000000004,0.7,0.5,0
