scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
isolation_manual_tracing_met_only,2.54,1.622,0.918,21,35,1.95,114.85,0.26,0.08,0.6385826771653543,26%,0.33,64%,21 (2-110),160000,32000,6300,0.1,4,0.95,0.53,0.6,0.5,1
isolation_manual_tracing,2.59,1.684,0.906,45,50,2,132.7,0.21,0.07,0.6501930501930502,21%,0.32,65%,45 (2-130),220000,45000,9000,0.1,4,0.95,0.53,0.6,0.5,1
cell_phone,2.37,1.26,1.11,3.5,14,0,52.05,0.19,0.07,0.5316455696202531,19%,0.43,53%,3.5 (0-52),63000,13000,2500,0.1,4,0.95,0.53,0.6,0.5,1
