scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.4229,0.9439,1.479,3,11,0,48,0.324,0.1208,0.38957447686656477,32%,0.9,39%,3 (0-48),50000,9900,2000,0,4,0.95,0.4,0.6,0.5,0
cell_phone_met_limit,2.46875,1.17165,1.2971,3,9.2,0,36,0.2845,0.09655,0.47459240506329115,28%,0.78,47%,3 (0-36),41000,8300,1700,0,4,0.95,0.4,0.6,0.5,0
