scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
hh_work_only,2.61705,1.28065,1.3364,10,21,0,77,0.3029,0.1059,0.48934869414034887,30%,0.68,49%,10 (0-77),380,190,94,0,4,0.7000000000000001,0.53,0.6,0.5
isolation_manual_tracing_met_only,2.605,1.3614,1.2436,17,27,1,86,0.28025,0.09715,0.5226103646833014,28%,0.64,52%,17 (1-86),490,240,120,0,4,0.7000000000000001,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.55395,1.523,1.03095,14,24,1,77,0.23485,0.06925,0.5963311732806045,23%,0.54,60%,14 (1-77),430,220,110,0,4,0.7000000000000001,0.53,0.6,0.5
isolation_manual_tracing,2.56785,1.411,1.15685,21,32,1,99,0.256,0.0881,0.5494869248593182,26%,0.6,55%,21 (1-99),580,290,140,0,4,0.7000000000000001,0.53,0.6,0.5
