scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.62155,0.945,1.67655,2,4.5,0,18,0.36870000000000003,0.1381,0.3604737655203982,37%,1.1,36%,2 (0-18),20000,4100,810,0,4,0.95,0.2,0.6,0.5,0
cell_phone_met_limit,2.61685,1.1981,1.41875,2,4,0,14,0.32325,0.1016,0.4578405334658081,32%,0.91,46%,2 (0-14),18000,3600,720,0,4,0.95,0.2,0.6,0.5,0
