scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
cell_phone,2.41915,0.9868,1.43235,3,16,1,66,0.3177,0.11435,0.4079118698716492,32%,0.85,41%,3 (1-66),72000,14000,2900,0,4,0.95,0.5,0.6,0.5,0
cell_phone_met_limit,2.41885,1.21515,1.2037,3,13,0,48,0.27285,0.0859,0.502366827211278,27%,0.71,50%,3 (0-48),59000,12000,2300,0,4,0.95,0.5,0.6,0.5,0
