scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,p_symptomaticA,prob_t_asymp,wfh_probC
isolation_manual_tracing_met_only,3.19,1.598,1.592,25,41,2,108.5,0.28,0.16,0.5009404388714733,28%,0.79,50%,25 (2-110),180000,37000,7400,0,4,0.95,0.53,0.6,0.5,1
isolation_manual_tracing,2.78,1.868,0.912,27.5,48,1,150.45,0.23,0.03,0.6719424460431654,23%,0.52,67%,28 (1-150),220000,43000,8600,0,4,0.95,0.53,0.6,0.5,1
cell_phone,2.39,1.33,1.06,3,15,0.95,66,0.23,0.07,0.5564853556485356,23%,0.71,56%,3 (0.95-66),68000,14000,2700,0,4,0.95,0.53,0.6,0.5,1
